Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price
1/2/2023,Tamil Nadu,Mysuru,Patna Bazaar,Onion,Grade A,1479,1704,
8/7/2019,Uttar Pradesh,Lucknow,Patna Bazaar,Rice,FAQ,2583,2781,
4/14/2021,Punjab,Pune,APMC Pune,Cotton,grade a,1301,2023,
1/25/2018,Punjab,Kolkata,Kolkata Market,Potato,Local,2440,2696,
7/10/2018,Bihar,Pune,Jaipur Mandi,Maize,grade a,1270,1849,1315
13/06/2024,Uttar Pradesh,Ludhiana,Jaipur Mandi,Potato,Hybrid,1315,1763,1625
4/12/2024,Karnataka,Mysuru,Patna Bazaar,Wheat,FAQ,2767,3045,
3/13/2021,Rajasthan,Patna,Mysuru Yard,Maize,Grade A,2740,3025,2853
2/11/2023,Karnataka,Jaipur,Jaipur Mandi,Onion,grade a,1411,1779,
14-12-2023,Uttar Pradesh,Jaipur,Lucknow Mandi,Potato,Hybrid,1372,1501,1471
28/03/2023,Tamil Nadu,Coimbatore,APMC Pune,Maize,Hybrid,2985,3209,2992
6/11/2018,Bihar,Jaipur,Jaipur Mandi,Maize,Premium,1870,2380,1991
25/02/2019,Bihar,Mysuru,Ludhiana Market,Onion,grade a,1361,1632,
5/10/2021,Uttar Pradesh,Kolkata,Mysuru Yard,Maize,,1234,1587,
7/21/2023,Uttar Pradesh,Pune,Jaipur Mandi,Maize,Standard,2889,3601,
24-05-2019,Uttar Pradesh,Kolkata,Lucknow Mandi,Onion,FAQ,1270,1886,1427
20/05/2024,West Bengal,Pune,Coimbatore Mandi,Maize,Standard,2482,3103,2798
8/3/2018,Uttar Pradesh,Ludhiana,Jaipur Mandi,Tomato,Premium,2476,2609,
9/8/2023,Maharashtra,Coimbatore,Kolkata Market,Cotton,Premium,971,1326,
11/7/2018,Karnataka,Patna,Ludhiana Market,Rice,Local,1444,1675,1575
3/14/2020,Karnataka,Pune,Lucknow Mandi,Cotton,Local,1523,1964,
4/25/2024,Tamil Nadu,Coimbatore,Patna Bazaar,Onion,Local,2649,3078,2944
26-01-2023,Karnataka,Coimbatore,Mysuru Yard,Onion,FAQ,2285,2421,2358
1/4/2024,Punjab,Lucknow,Coimbatore Mandi,Maize,Standard,2022,2326,
17-05-2024,Tamil Nadu,Ludhiana,Mysuru Yard,Cotton,Premium,901,1496,1270
5/8/2023,Maharashtra,Jaipur,Ludhiana Market,Wheat,FAQ,1760,2006,1882
4/21/2018,Punjab,Lucknow,Ludhiana Market,Maize,FAQ,2122,2635,2446
7/16/2020,Bihar,Jaipur,Jaipur Mandi,Rice,,819,1493,1080
7/1/2022,Rajasthan,Coimbatore,APMC Pune,Maize,,1671,2084,1689
24/10/2020,Tamil Nadu,Kolkata,Kolkata Market,Tomato,,2650,3274,3264
13/01/2020,Rajasthan,Kolkata,APMC Pune,Maize,Local,1296,1951,
9/18/2020,Tamil Nadu,Kolkata,Ludhiana Market,Wheat,Local,1598,2117,1906
3/12/2024,Maharashtra,Mysuru,Coimbatore Mandi,Cotton,Premium,2566,3335,3261
10/23/2019,West Bengal,Kolkata,Lucknow Mandi,Wheat,Grade A,2664,3010,2788
24/01/2021,Uttar Pradesh,Mysuru,Kolkata Market,Potato,,2041,2220,
7/7/2018,Uttar Pradesh,Jaipur,Mysuru Yard,Soyabean,grade a,2098,2799,2490
3/16/2023,Rajasthan,Jaipur,Lucknow Mandi,Maize,Local,2543,2860,
24/10/2020,Maharashtra,Pune,Coimbatore Mandi,Cotton,Premium,2171,2501,2479
7/10/2023,Maharashtra,Pune,Ludhiana Market,Potato,Grade A,1644,2228,1986
28-05-2019,Bihar,Patna,APMC Pune,Maize,,2706,2870,2742
18/02/2022,Punjab,Mysuru,APMC Pune,Soyabean,FAQ,2904,3179,2950
3/12/2021,Bihar,Jaipur,APMC Pune,Onion,Premium,2544,2854,
26/03/2023,West Bengal,Ludhiana,Patna Bazaar,Onion,Local,1948,2544,
3/10/2024,Tamil Nadu,Mysuru,Patna Bazaar,Maize,,2562,2932,
23-01-2024,Uttar Pradesh,Kolkata,Patna Bazaar,Onion,,2996,3204,
9/28/2020,West Bengal,Coimbatore,APMC Pune,Onion,Standard,1527,2258,1798
27/06/2024,Punjab,Ludhiana,Mysuru Yard,Cotton,Local,2946,3138,3087
29/07/2023,Tamil Nadu,Kolkata,APMC Pune,Potato,grade a,1514,1913,1817
11/18/2019,Karnataka,Jaipur,Ludhiana Market,Tomato,FAQ,868,1090,
5/5/2020,Rajasthan,Jaipur,APMC Pune,Maize,Grade A,1353,1660,1412
17/06/2019,Bihar,Ludhiana,APMC Pune,Tomato,Premium,2816,3593,2879
3/2/2024,Tamil Nadu,Patna,Lucknow Mandi,Tomato,Hybrid,1170,1729,1181
21-01-2018,Tamil Nadu,Pune,Lucknow Mandi,Potato,Local,1774,2368,1936
23-02-2022,Uttar Pradesh,Ludhiana,Jaipur Mandi,Rice,,1983,2549,2066
9/3/2024,Rajasthan,Ludhiana,Ludhiana Market,Wheat,Grade A,1518,1994,
13-04-2018,Bihar,Lucknow,APMC Pune,Rice,grade a,1393,1797,1394
3/10/2020,Punjab,Coimbatore,APMC Pune,Maize,Premium,1532,2053,1670
24-05-2023,Maharashtra,Coimbatore,Mysuru Yard,Cotton,Grade A,1876,2644,2508
6/7/2018,Bihar,Jaipur,Jaipur Mandi,Cotton,Local,2629,3245,3172
2/6/2023,West Bengal,Ludhiana,Lucknow Mandi,Onion,FAQ,1388,1860,
5/24/2018,Punjab,Lucknow,Coimbatore Mandi,Maize,Hybrid,936,1224,
15/01/2021,Tamil Nadu,Coimbatore,Ludhiana Market,Wheat,grade a,2822,3302,
25/07/2023,Punjab,Mysuru,Ludhiana Market,Rice,Grade A,1437,2028,1566
1/5/2018,Rajasthan,Coimbatore,Lucknow Mandi,Cotton,Premium,2671,3195,3123
10/7/2020,Bihar,Mysuru,Patna Bazaar,Rice,grade a,1551,1797,1736
12/9/2020,Rajasthan,Jaipur,Lucknow Mandi,Cotton,Local,2981,3647,3276
13/04/2022,Karnataka,Pune,Coimbatore Mandi,Tomato,Hybrid,2329,2611,
23/12/2022,Karnataka,Kolkata,Patna Bazaar,Tomato,Hybrid,1204,1762,1501
25/06/2021,Karnataka,Jaipur,Ludhiana Market,Cotton,Standard,952,1164,1139
5/17/2018,Karnataka,Mysuru,Kolkata Market,Soyabean,Local,2454,3236,
26/04/2021,West Bengal,Mysuru,Jaipur Mandi,Potato,grade a,2105,2498,2278
18-05-2022,Tamil Nadu,Kolkata,Lucknow Mandi,Potato,,1069,1256,1201
7/22/2022,West Bengal,Jaipur,Ludhiana Market,Wheat,Grade A,867,1397,1147
12/9/2022,Karnataka,Lucknow,Kolkata Market,Potato,Standard,1695,1926,1841
14-06-2019,Tamil Nadu,Ludhiana,Jaipur Mandi,Rice,,1439,1719,1564
6/2/2020,Karnataka,Mysuru,Mysuru Yard,Cotton,grade a,2727,3480,3416
20/12/2020,Rajasthan,Jaipur,Patna Bazaar,Tomato,Premium,1642,1921,1839
3/4/2022,Bihar,Mysuru,Lucknow Mandi,Maize,Local,2967,3169,
17/10/2023,Punjab,Mysuru,Ludhiana Market,Soyabean,Premium,2832,3087,3012
23-10-2022,Uttar Pradesh,Mysuru,Jaipur Mandi,Potato,Premium,935,1433,
19-06-2020,Rajasthan,Lucknow,Kolkata Market,Soyabean,,938,1547,1071
1/1/2023,Tamil Nadu,Patna,Patna Bazaar,Onion,Grade A,2597,3307,3130
30/10/2023,Tamil Nadu,Ludhiana,Mysuru Yard,Wheat,Grade A,1483,1912,1723
12/4/2019,Tamil Nadu,Lucknow,Kolkata Market,Wheat,Grade A,2919,3187,
27-08-2022,Karnataka,Patna,Ludhiana Market,Maize,Standard,932,1716,1297
29/08/2024,West Bengal,Coimbatore,APMC Pune,Wheat,FAQ,2589,3096,2765
20/11/2023,Karnataka,Mysuru,Kolkata Market,Potato,grade a,1124,1565,1323
11/1/2020,Tamil Nadu,Patna,Coimbatore Mandi,Potato,FAQ,2862,3400,
17-01-2019,Karnataka,Kolkata,Mysuru Yard,Potato,Grade A,2888,3025,2964
27/07/2019,Uttar Pradesh,Mysuru,APMC Pune,Rice,Hybrid,2722,2972,2899
10/25/2018,Maharashtra,Patna,Patna Bazaar,Onion,Hybrid,1477,1945,1534
31-05-2024,Maharashtra,Pune,APMC Pune,Potato,Hybrid,1382,1717,1564
6/9/2019,Tamil Nadu,Jaipur,Kolkata Market,Potato,grade a,1315,1620,1344
29-12-2021,Tamil Nadu,Patna,Lucknow Mandi,Tomato,,1365,2161,2086
12/7/2020,Uttar Pradesh,Coimbatore,Kolkata Market,Onion,grade a,1161,1672,
21/03/2020,West Bengal,Mysuru,Ludhiana Market,Rice,Local,1564,1942,1608
19-03-2024,Tamil Nadu,Mysuru,APMC Pune,Onion,Local,2603,3395,3276
24/02/2019,Bihar,Patna,Kolkata Market,Tomato,FAQ,2110,2303,
5/5/2018,Bihar,Lucknow,Jaipur Mandi,Cotton,Premium,952,1392,1250
8/2/2019,Maharashtra,Patna,Jaipur Mandi,Wheat,Grade A,2923,3451,3142
8/7/2021,West Bengal,Jaipur,Jaipur Mandi,Wheat,Standard,980,1771,1286
26/07/2019,Maharashtra,Coimbatore,Lucknow Mandi,Onion,Hybrid,1343,2029,1878
1/2/2021,Uttar Pradesh,Mysuru,Coimbatore Mandi,Onion,Grade A,2931,3524,
11/5/2022,Maharashtra,Pune,Ludhiana Market,Rice,,1182,1448,1202
24/03/2021,Tamil Nadu,Mysuru,Mysuru Yard,Soyabean,grade a,1430,1792,1789
5/31/2018,Tamil Nadu,Mysuru,Lucknow Mandi,Maize,Local,1036,1529,
2/29/2020,Bihar,Coimbatore,Ludhiana Market,Rice,Grade A,2849,3371,2972
30/01/2018,Karnataka,Coimbatore,Ludhiana Market,Onion,Local,1925,2569,2002
3/20/2019,Maharashtra,Jaipur,Kolkata Market,Tomato,grade a,1251,1979,
9/12/2019,Bihar,Kolkata,Patna Bazaar,Cotton,Hybrid,2997,3476,
6/17/2020,Bihar,Lucknow,Ludhiana Market,Wheat,grade a,1057,1193,1095
7/3/2020,Tamil Nadu,Ludhiana,Kolkata Market,Tomato,Standard,2046,2240,
31/03/2022,West Bengal,Patna,Lucknow Mandi,Cotton,FAQ,1450,2080,
27-03-2023,Maharashtra,Patna,Jaipur Mandi,Cotton,Grade A,1187,1828,1435
28/10/2018,Bihar,Coimbatore,Coimbatore Mandi,Maize,Local,1012,1654,1333
29/11/2022,Rajasthan,Coimbatore,APMC Pune,Rice,Premium,2130,2325,2250
9/9/2024,Punjab,Kolkata,Ludhiana Market,Potato,Local,2653,2940,2876
22/12/2021,Uttar Pradesh,Mysuru,Ludhiana Market,Tomato,Local,1775,2220,2123
10/26/2019,Uttar Pradesh,Lucknow,APMC Pune,Cotton,,1816,2443,2201
1/11/2021,Punjab,Ludhiana,Lucknow Mandi,Maize,grade a,2639,3435,3097
17/12/2018,Tamil Nadu,Kolkata,Kolkata Market,Tomato,Standard,1147,1673,
15/03/2021,Karnataka,Mysuru,Lucknow Mandi,Onion,Premium,2122,2862,2480
30/05/2019,Punjab,Coimbatore,APMC Pune,Onion,FAQ,2055,2580,2209
10/1/2024,West Bengal,Patna,Ludhiana Market,Cotton,Premium,2975,3361,3180
7/14/2024,Rajasthan,Kolkata,Coimbatore Mandi,Cotton,Standard,1251,1873,
12/7/2023,Punjab,Coimbatore,Ludhiana Market,Onion,grade a,1688,2142,
20-01-2022,Uttar Pradesh,Mysuru,Coimbatore Mandi,Soyabean,Premium,2636,3114,2647
10/4/2019,West Bengal,Pune,Coimbatore Mandi,Onion,,1777,1968,1858
1/6/2023,Punjab,Kolkata,Ludhiana Market,Soyabean,FAQ,2201,2558,2376
5/2/2022,West Bengal,Mysuru,Kolkata Market,Potato,,1676,1990,1678
3/13/2019,Tamil Nadu,Kolkata,Mysuru Yard,Tomato,FAQ,1138,1449,
15/12/2022,Karnataka,Ludhiana,Patna Bazaar,Rice,Hybrid,1944,2395,2324
21-06-2022,Karnataka,Pune,Patna Bazaar,Rice,Standard,1459,2183,1567
22-11-2022,Tamil Nadu,Jaipur,Mysuru Yard,Potato,grade a,2372,2638,
4/3/2019,West Bengal,Lucknow,Ludhiana Market,Maize,FAQ,2067,2424,2164
17-05-2019,Rajasthan,Ludhiana,APMC Pune,Rice,Standard,2335,2574,2494
7/5/2023,Bihar,Mysuru,Lucknow Mandi,Soyabean,Standard,1792,2425,2148
8/6/2021,Rajasthan,Jaipur,Mysuru Yard,Tomato,grade a,2172,2748,2692
15/05/2023,West Bengal,Patna,Lucknow Mandi,Onion,Grade A,845,1204,1111
4/9/2024,Tamil Nadu,Jaipur,APMC Pune,Potato,Premium,1546,1928,
9/11/2021,Uttar Pradesh,Jaipur,Jaipur Mandi,Wheat,,1574,1948,1636
23-02-2018,Tamil Nadu,Mysuru,Mysuru Yard,Maize,,817,1465,
22-12-2020,Tamil Nadu,Pune,Jaipur Mandi,Rice,,1739,2330,1864
31/08/2023,Tamil Nadu,Mysuru,Jaipur Mandi,Tomato,Grade A,1567,1871,
8/11/2019,Karnataka,Coimbatore,Kolkata Market,Cotton,Hybrid,1553,1805,1665
16-07-2019,Karnataka,Ludhiana,Mysuru Yard,Tomato,Local,1859,2065,
11/11/2023,Maharashtra,Lucknow,Jaipur Mandi,Rice,Local,2106,2718,2292
11/21/2019,Tamil Nadu,Mysuru,APMC Pune,Potato,Standard,2875,3335,2965
4/29/2018,Bihar,Coimbatore,Coimbatore Mandi,Maize,,2469,2660,
1/8/2021,Maharashtra,Jaipur,Jaipur Mandi,Cotton,Grade A,2963,3521,3059
25-02-2018,Tamil Nadu,Coimbatore,Lucknow Mandi,Soyabean,Hybrid,1521,1677,1587
8/5/2021,West Bengal,Pune,APMC Pune,Maize,FAQ,1942,2721,
22-01-2022,Karnataka,Coimbatore,Coimbatore Mandi,Tomato,Local,1316,2036,
7/4/2018,Karnataka,Coimbatore,APMC Pune,Rice,Grade A,2039,2828,
7/8/2022,Maharashtra,Lucknow,Lucknow Mandi,Tomato,grade a,2633,2961,2844
15/12/2018,Punjab,Pune,Ludhiana Market,Potato,Premium,967,1714,1246
13/06/2018,Rajasthan,Patna,Jaipur Mandi,Onion,grade a,2517,2681,2587
1/17/2018,Karnataka,Ludhiana,Jaipur Mandi,Onion,,1388,1878,
25-08-2024,West Bengal,Mysuru,Ludhiana Market,Cotton,Grade A,2506,3024,2998
23-05-2024,Maharashtra,Coimbatore,Patna Bazaar,Rice,Standard,2106,2651,2329
25-01-2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,,2684,3368,
12/13/2023,West Bengal,Patna,Coimbatore Mandi,Potato,FAQ,2748,3540,
2/9/2019,Uttar Pradesh,Jaipur,Jaipur Mandi,Potato,Standard,2316,2650,
1/15/2024,West Bengal,Kolkata,Jaipur Mandi,Cotton,Premium,1869,2445,2124
15/12/2019,Tamil Nadu,Pune,Ludhiana Market,Maize,,1138,1612,1396
3/9/2023,Rajasthan,Ludhiana,APMC Pune,Maize,Hybrid,1468,1610,1574
8/28/2018,Karnataka,Jaipur,Ludhiana Market,Wheat,Grade A,2251,2918,2740
12/12/2022,Bihar,Pune,Mysuru Yard,Tomato,Standard,1221,1927,1924
1/21/2022,Bihar,Patna,Kolkata Market,Soyabean,Grade A,2357,3143,2862
6/5/2021,Rajasthan,Jaipur,Mysuru Yard,Tomato,,1913,2097,1997
7/5/2020,Uttar Pradesh,Pune,Lucknow Mandi,Maize,grade a,1261,1638,1275
23-03-2024,West Bengal,Kolkata,Kolkata Market,Tomato,Standard,1002,1683,1394
5/8/2023,Rajasthan,Ludhiana,Ludhiana Market,Onion,Premium,1197,1478,
5/7/2024,West Bengal,Pune,Ludhiana Market,Wheat,Local,1035,1650,1372
9/19/2018,West Bengal,Mysuru,Lucknow Mandi,Wheat,Grade A,2455,2563,2494
12/6/2024,Rajasthan,Kolkata,Lucknow Mandi,Onion,,862,1153,924
10/31/2023,Tamil Nadu,Pune,Lucknow Mandi,Onion,grade a,970,1147,1120
12/14/2022,Maharashtra,Lucknow,Patna Bazaar,Potato,,1349,1837,
1/24/2021,Karnataka,Jaipur,Coimbatore Mandi,Wheat,Grade A,2836,3336,2915
16-02-2020,West Bengal,Patna,Lucknow Mandi,Maize,Standard,1675,1981,
1/2/2023,West Bengal,Patna,Ludhiana Market,Onion,Grade A,1009,1527,
19/02/2019,Tamil Nadu,Jaipur,Mysuru Yard,Soyabean,Premium,2007,2485,
20-06-2021,Uttar Pradesh,Jaipur,Patna Bazaar,Wheat,,1205,1691,1276
2/15/2024,Punjab,Kolkata,Lucknow Mandi,Soyabean,Premium,934,1460,1174
2/1/2022,Bihar,Lucknow,Coimbatore Mandi,Maize,Grade A,2646,2959,2770
1/11/2023,Karnataka,Coimbatore,APMC Pune,Onion,Hybrid,1154,1503,1209
4/6/2019,Uttar Pradesh,Kolkata,Kolkata Market,Soyabean,Local,1260,1593,1574
31/07/2020,Bihar,Coimbatore,Kolkata Market,Wheat,Local,2358,2858,
11/27/2018,Maharashtra,Ludhiana,Mysuru Yard,Potato,Premium,2688,3068,
12/11/2022,Rajasthan,Pune,Patna Bazaar,Rice,Standard,2002,2335,2218
1/8/2020,Rajasthan,Mysuru,Lucknow Mandi,Potato,,2889,3503,
6/2/2020,Bihar,Jaipur,Coimbatore Mandi,Maize,Standard,1697,2348,
15/10/2018,Maharashtra,Coimbatore,Ludhiana Market,Cotton,Standard,2897,3233,
6/29/2018,Rajasthan,Lucknow,Kolkata Market,Maize,grade a,895,1087,1038
5/8/2019,Punjab,Patna,Jaipur Mandi,Soyabean,Hybrid,838,1243,1160
1/2/2019,Maharashtra,Jaipur,APMC Pune,Soyabean,,2443,3138,2955
8/27/2023,Tamil Nadu,Pune,Kolkata Market,Onion,Premium,1500,1688,
6/5/2023,West Bengal,Mysuru,Patna Bazaar,Cotton,,1703,2397,2282
4/10/2019,Punjab,Patna,APMC Pune,Potato,Hybrid,2539,2862,2754
21/07/2019,Maharashtra,Lucknow,Kolkata Market,Rice,,1310,1630,1593
28/09/2022,Karnataka,Lucknow,Ludhiana Market,Maize,Local,898,1141,980
2/1/2022,Punjab,Kolkata,APMC Pune,Onion,Premium,2293,3036,2526
6/5/2018,Uttar Pradesh,Kolkata,Patna Bazaar,Potato,Premium,878,1176,1043
27/05/2021,Tamil Nadu,Mysuru,Kolkata Market,Potato,Standard,1631,2215,1806
13-05-2023,West Bengal,Kolkata,Ludhiana Market,Maize,Standard,1574,1781,1717
13-03-2019,Punjab,Mysuru,Ludhiana Market,Potato,FAQ,2652,3238,3221
25/01/2023,Karnataka,Kolkata,APMC Pune,Rice,Grade A,2346,2689,2439
26-10-2019,Rajasthan,Kolkata,APMC Pune,Soyabean,FAQ,1867,2454,2423
21-09-2018,Maharashtra,Patna,Kolkata Market,Potato,,2462,2687,
12/4/2024,Karnataka,Kolkata,Patna Bazaar,Onion,Hybrid,1052,1566,1513
6/9/2018,Bihar,Coimbatore,Lucknow Mandi,Onion,Hybrid,2719,2834,
30/05/2019,Punjab,Pune,Coimbatore Mandi,Potato,Local,1565,1765,1685
19-06-2023,Tamil Nadu,Jaipur,Ludhiana Market,Maize,Grade A,2571,3267,3128
3/30/2022,Tamil Nadu,Pune,Jaipur Mandi,Wheat,Local,2527,2677,
9/10/2020,Rajasthan,Coimbatore,Patna Bazaar,Potato,,2208,2712,2645
16/06/2021,Punjab,Ludhiana,Patna Bazaar,Soyabean,Standard,1732,2283,
24/04/2020,West Bengal,Lucknow,Lucknow Mandi,Maize,grade a,2814,3478,2942
8/9/2024,Punjab,Ludhiana,Kolkata Market,Soyabean,Hybrid,2770,3210,
25-01-2021,Tamil Nadu,Jaipur,Jaipur Mandi,Rice,grade a,2620,3107,
4/4/2020,Uttar Pradesh,Lucknow,Patna Bazaar,Tomato,Local,2090,2748,
8/12/2022,Bihar,Kolkata,APMC Pune,Tomato,FAQ,952,1341,1120
18-10-2021,Maharashtra,Ludhiana,Kolkata Market,Maize,grade a,1330,2075,2033
15-04-2019,Maharashtra,Patna,Mysuru Yard,Rice,,2836,2967,
23/05/2024,Maharashtra,Kolkata,Kolkata Market,Wheat,Hybrid,1604,2030,
11/26/2020,Rajasthan,Mysuru,Lucknow Mandi,Tomato,Hybrid,2318,2826,
12/23/2018,Uttar Pradesh,Coimbatore,Kolkata Market,Tomato,Local,2282,2823,
4/24/2023,Uttar Pradesh,Mysuru,Kolkata Market,Maize,,2414,3195,3060
6/9/2020,Bihar,Jaipur,Patna Bazaar,Rice,Grade A,1522,2218,2143
4/8/2020,Uttar Pradesh,Pune,Kolkata Market,Soyabean,FAQ,2683,3032,2996
8/28/2020,West Bengal,Patna,Kolkata Market,Soyabean,Local,2590,3251,2724
3/11/2023,Uttar Pradesh,Patna,APMC Pune,Potato,Premium,2304,3084,3032
6/6/2018,Uttar Pradesh,Ludhiana,Kolkata Market,Soyabean,Local,1626,1929,1908
5/10/2022,Karnataka,Jaipur,APMC Pune,Rice,grade a,2783,3571,3129
10/10/2023,Uttar Pradesh,Jaipur,Coimbatore Mandi,Rice,Standard,2118,2346,2243
6/7/2022,Maharashtra,Mysuru,Ludhiana Market,Maize,grade a,2165,2528,2390
7/17/2021,Bihar,Patna,Jaipur Mandi,Rice,Standard,2541,3227,2677
1/25/2024,Rajasthan,Ludhiana,Coimbatore Mandi,Soyabean,Premium,2381,2808,
29-01-2023,Bihar,Patna,APMC Pune,Cotton,FAQ,1086,1221,
8/11/2022,West Bengal,Lucknow,Ludhiana Market,Cotton,Local,2189,2361,2246
18/09/2019,Bihar,Kolkata,APMC Pune,Wheat,Grade A,1277,1696,1687
7/10/2018,Tamil Nadu,Ludhiana,Mysuru Yard,Tomato,Grade A,1253,1791,1313
3/11/2023,Bihar,Pune,Mysuru Yard,Maize,Hybrid,2634,3131,3014
11/22/2019,Tamil Nadu,Mysuru,Ludhiana Market,Wheat,FAQ,1643,1828,
4/27/2021,Rajasthan,Coimbatore,Coimbatore Mandi,Potato,grade a,1735,2452,2434
29-10-2020,Tamil Nadu,Patna,Jaipur Mandi,Rice,Grade A,2427,2825,2576
13/03/2023,Karnataka,Ludhiana,Kolkata Market,Soyabean,FAQ,2774,3193,
5/2/2020,Uttar Pradesh,Lucknow,Kolkata Market,Rice,grade a,1107,1334,1124
5/12/2018,Rajasthan,Kolkata,Lucknow Mandi,Maize,Standard,2407,2855,2511
13/09/2021,Tamil Nadu,Pune,Kolkata Market,Wheat,Grade A,1948,2738,2436
15/08/2024,West Bengal,Patna,APMC Pune,Onion,grade a,1531,1914,
29-03-2023,Uttar Pradesh,Ludhiana,Mysuru Yard,Potato,Premium,1993,2094,
11/30/2018,Karnataka,Lucknow,Mysuru Yard,Soyabean,Local,2048,2504,2492
21/07/2023,Uttar Pradesh,Lucknow,Patna Bazaar,Cotton,,2425,2905,
6/1/2023,Maharashtra,Kolkata,Patna Bazaar,Wheat,Hybrid,2023,2764,
9/11/2020,Maharashtra,Jaipur,Ludhiana Market,Rice,,1451,1926,
30/08/2022,Maharashtra,Kolkata,Patna Bazaar,Wheat,Local,935,1206,989
9/20/2018,Rajasthan,Patna,Kolkata Market,Onion,grade a,987,1679,
5/7/2018,Karnataka,Jaipur,Lucknow Mandi,Tomato,Local,2476,2668,2607
24-02-2023,Tamil Nadu,Patna,Coimbatore Mandi,Rice,Grade A,1847,2226,1922
4/5/2020,Maharashtra,Mysuru,APMC Pune,Rice,FAQ,2944,3467,3122
6/6/2024,Tamil Nadu,Kolkata,Lucknow Mandi,Onion,Standard,2526,2714,2540
6/11/2018,Tamil Nadu,Patna,Coimbatore Mandi,Tomato,Standard,2588,3141,2825
17-01-2022,Maharashtra,Mysuru,Coimbatore Mandi,Tomato,,2832,3286,
5/2/2019,Karnataka,Patna,Coimbatore Mandi,Tomato,,1548,2290,1805
29-07-2021,Maharashtra,Jaipur,Coimbatore Mandi,Potato,,2615,2769,2714
2/8/2023,Punjab,Jaipur,Patna Bazaar,Potato,Standard,2228,2548,2511
5/8/2024,Bihar,Patna,Patna Bazaar,Wheat,Local,2654,3285,2929
10/3/2022,Punjab,Coimbatore,Mysuru Yard,Potato,Local,2178,2637,
27/04/2022,West Bengal,Lucknow,Mysuru Yard,Potato,Premium,963,1728,985
25-08-2021,Bihar,Ludhiana,APMC Pune,Onion,Hybrid,921,1597,1095
3/17/2019,West Bengal,Lucknow,Patna Bazaar,Tomato,FAQ,2783,3344,
10/6/2018,West Bengal,Kolkata,Lucknow Mandi,Maize,Hybrid,1736,1860,1860
2/5/2021,Rajasthan,Mysuru,Patna Bazaar,Maize,Grade A,1962,2220,2109
25-03-2024,Rajasthan,Jaipur,APMC Pune,Maize,Standard,974,1139,1016
20-02-2020,West Bengal,Kolkata,Mysuru Yard,Onion,FAQ,2148,2939,2652
7/13/2023,Maharashtra,Mysuru,Coimbatore Mandi,Cotton,FAQ,1052,1657,1453
6/1/2019,Uttar Pradesh,Pune,APMC Pune,Tomato,Premium,2317,2528,2336
14/10/2022,Bihar,Ludhiana,Mysuru Yard,Tomato,Local,1465,2043,1760
10/31/2018,West Bengal,Coimbatore,Lucknow Mandi,Rice,Grade A,2520,3146,2956
8/9/2021,Uttar Pradesh,Jaipur,Kolkata Market,Potato,Hybrid,1765,2286,1830
4/18/2024,West Bengal,Jaipur,Ludhiana Market,Potato,Hybrid,2059,2728,2508
16-10-2019,Bihar,Jaipur,Jaipur Mandi,Rice,Grade A,1300,2087,1319
31-08-2020,Karnataka,Lucknow,Coimbatore Mandi,Rice,grade a,2642,2765,
22-03-2022,West Bengal,Coimbatore,Patna Bazaar,Tomato,Local,1148,1336,
27-09-2022,Karnataka,Pune,Kolkata Market,Onion,FAQ,897,1308,
1/23/2018,Rajasthan,Coimbatore,Coimbatore Mandi,Potato,Grade A,1780,2302,
5/18/2022,West Bengal,Pune,Lucknow Mandi,Soyabean,grade a,2552,3222,2794
6/14/2022,Maharashtra,Pune,Patna Bazaar,Cotton,,1072,1542,1179
5/9/2018,Rajasthan,Mysuru,Coimbatore Mandi,Tomato,grade a,2523,2702,2650
31/10/2020,Karnataka,Mysuru,Ludhiana Market,Tomato,Hybrid,1631,2059,1958
12/6/2018,Punjab,Lucknow,Lucknow Mandi,Potato,Local,2015,2690,2268
10/7/2018,West Bengal,Ludhiana,Lucknow Mandi,Soyabean,Grade A,2554,2745,
15/09/2024,Punjab,Coimbatore,Coimbatore Mandi,Wheat,grade a,2298,3092,
8/4/2020,Bihar,Kolkata,Jaipur Mandi,Rice,Premium,803,1242,905
13-07-2023,Rajasthan,Jaipur,Patna Bazaar,Maize,Hybrid,1704,2448,
11/19/2018,Uttar Pradesh,Ludhiana,APMC Pune,Wheat,Local,908,1057,929
14/04/2022,Karnataka,Ludhiana,APMC Pune,Cotton,Hybrid,803,1382,
25-12-2018,Uttar Pradesh,Mysuru,APMC Pune,Tomato,Standard,1379,1555,1429
6/30/2021,Karnataka,Patna,Patna Bazaar,Onion,Hybrid,1529,1699,
14/04/2024,Karnataka,Jaipur,Ludhiana Market,Wheat,Standard,1359,2015,1724
2/7/2023,Punjab,Jaipur,Ludhiana Market,Cotton,Local,1620,2328,2193
2/26/2024,Tamil Nadu,Ludhiana,Patna Bazaar,Cotton,,2975,3102,2996
3/5/2020,Maharashtra,Coimbatore,Ludhiana Market,Cotton,FAQ,1307,1531,
24-08-2020,Karnataka,Kolkata,Kolkata Market,Potato,,1797,2297,1835
28/02/2020,Rajasthan,Lucknow,Ludhiana Market,Tomato,Grade A,1860,2071,1915
6/7/2018,West Bengal,Kolkata,Kolkata Market,Maize,grade a,2062,2629,2143
3/6/2021,Punjab,Patna,Coimbatore Mandi,Soyabean,Local,2088,2729,
