Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,,,
06/01/2023,Maharashtra,Kolkata,Patna Bazaar,Wheat,Hybrid,2023,2764,2393.5,,,
09/11/2020,Maharashtra,Jaipur,Ludhiana Market,Rice,Unknown,1451,1926,1688.5,,,
06/08/2024,Maharashtra,Kolkata,Patna Bazaar,Wheat,Local,935,1206,989,,,
09/20/2018,Rajasthan,Patna,Kolkata Market,Onion,Grade A,987,1679,1333,,,
05/07/2018,Karnataka,Jaipur,Lucknow Mandi,Tomato,Local,2476,2668,2607,,,
12/02/2024,Tamil Nadu,Patna,Coimbatore Mandi,Rice,Grade A,1847,2226,1922,,,
04/05/2020,Maharashtra,Mysuru,APMC Pune,Rice,Faq,2944,3467,3122,,,
06/06/2024,Tamil Nadu,Kolkata,Lucknow Mandi,Onion,Standard,2526,2714,2540,,,
06/11/2018,Tamil Nadu,Patna,Coimbatore Mandi,Tomato,Standard,2588,3141,2825,,,
05/01/2023,Maharashtra,Mysuru,Coimbatore Mandi,Tomato,Unknown,2832,3286,3059,,,
05/02/2019,Karnataka,Patna,Coimbatore Mandi,Tomato,Unknown,1548,2290,1805,,,
05/07/2023,Maharashtra,Jaipur,Coimbatore Mandi,Potato,Unknown,2615,2769,2714,,,
02/08/2023,Punjab,Jaipur,Patna Bazaar,Potato,Standard,2228,2548,2511,,,
05/08/2024,Bihar,Patna,Patna Bazaar,Wheat,Local,2654,3285,2929,,,
10/03/2022,Punjab,Coimbatore,Mysuru Yard,Potato,Local,2178,2637,2407.5,,,
03/04/2024,West Bengal,Lucknow,Mysuru Yard,Potato,Premium,963,1728,985,,,
01/08/2023,Bihar,Ludhiana,APMC Pune,Onion,Hybrid,921,1597,1095,,,
03/17/2019,West Bengal,Lucknow,Patna Bazaar,Tomato,Faq,2783,3344,3063.5,,,
10/06/2018,West Bengal,Kolkata,Lucknow Mandi,Maize,Hybrid,1736,1860,1860,,,
02/05/2021,Rajasthan,Mysuru,Patna Bazaar,Maize,Grade A,1962,2220,2109,,,
01/03/2026,Rajasthan,Jaipur,APMC Pune,Maize,Standard,974,1139,1016,,,
08/02/2021,West Bengal,Kolkata,Mysuru Yard,Onion,Faq,2148,2939,2652,,,
07/13/2023,Maharashtra,Mysuru,Coimbatore Mandi,Cotton,Faq,1052,1657,1453,,,
06/01/2019,Uttar Pradesh,Pune,APMC Pune,Tomato,Premium,2317,2528,2336,,,
02/10/2023,Bihar,Ludhiana,Mysuru Yard,Tomato,Local,1465,2043,1760,,,
10/31/2018,West Bengal,Coimbatore,Lucknow Mandi,Rice,Grade A,2520,3146,2956,,,
08/09/2021,Uttar Pradesh,Jaipur,Kolkata Market,Potato,Hybrid,1765,2286,1830,,,
04/18/2024,West Bengal,Jaipur,Ludhiana Market,Potato,Hybrid,2059,2728,2508,,,
04/10/2020,Bihar,Jaipur,Jaipur Mandi,Rice,Grade A,1300,2087,1319,,,
07/08/2022,Karnataka,Lucknow,Coimbatore Mandi,Rice,Grade A,2642,2765,2703.5,,,
10/03/2023,West Bengal,Coimbatore,Patna Bazaar,Tomato,Local,1148,1336,1242,,,
03/09/2024,Karnataka,Pune,Kolkata Market,Onion,Faq,897,1308,1102.5,,,
01/23/2018,Rajasthan,Coimbatore,Coimbatore Mandi,Potato,Grade A,1780,2302,2041,,,
05/18/2022,West Bengal,Pune,Lucknow Mandi,Soyabean,Grade A,2552,3222,2794,,,
06/14/2022,Maharashtra,Pune,Patna Bazaar,Cotton,Unknown,1072,1542,1179,,,
05/09/2018,Rajasthan,Mysuru,Coimbatore Mandi,Tomato,Grade A,2523,2702,2650,,,
07/10/2022,Karnataka,Mysuru,Ludhiana Market,Tomato,Hybrid,1631,2059,1958,,,
12/06/2018,Punjab,Lucknow,Lucknow Mandi,Potato,Local,2015,2690,2268,,,
10/07/2018,West Bengal,Ludhiana,Lucknow Mandi,Soyabean,Grade A,2554,2745,2649.5,,,
03/09/2025,Punjab,Coimbatore,Coimbatore Mandi,Wheat,Grade A,2298,3092,2695,,,
08/04/2020,Bihar,Kolkata,Jaipur Mandi,Rice,Premium,803,1242,905,,,
01/07/2024,Rajasthan,Jaipur,Patna Bazaar,Maize,Hybrid,1704,2448,2076,,,
11/19/2018,Uttar Pradesh,Ludhiana,APMC Pune,Wheat,Local,908,1057,929,,,
02/04/2023,Karnataka,Ludhiana,APMC Pune,Cotton,Hybrid,803,1382,1092.5,,,
01/12/2020,Uttar Pradesh,Mysuru,APMC Pune,Tomato,Standard,1379,1555,1429,,,
06/30/2021,Karnataka,Patna,Patna Bazaar,Onion,Hybrid,1529,1699,1614,,,
02/04/2025,Karnataka,Jaipur,Ludhiana Market,Wheat,Standard,1359,2015,1724,,,
02/07/2023,Punjab,Jaipur,Ludhiana Market,Cotton,Local,1620,2328,2193,,,
02/26/2024,Tamil Nadu,Ludhiana,Patna Bazaar,Cotton,Unknown,2975,3102,2996,,,
03/05/2020,Maharashtra,Coimbatore,Ludhiana Market,Cotton,Faq,1307,1531,1419,,,
12/08/2021,Karnataka,Kolkata,Kolkata Market,Potato,Unknown,1797,2297,1835,,,
04/02/2022,Rajasthan,Lucknow,Ludhiana Market,Tomato,Grade A,1860,2071,1915,,,
06/07/2018,West Bengal,Kolkata,Kolkata Market,Maize,Grade A,2062,2629,2143,,,
03/06/2021,Punjab,Patna,Coimbatore Mandi,Soyabean,Local,2088,2729,2408.5,,,
01/07/2025,Bihar,Jaipur,Lucknow Mandi,Potato,Grade A,2760,3352,3056,,,
05/10/2019,Maharashtra,Patna,Coimbatore Mandi,Maize,Standard,801,1177,901,,,
03/03/2020,West Bengal,Lucknow,Patna Bazaar,Onion,Hybrid,1233,1595,1294,,,
05/12/2021,Maharashtra,Ludhiana,Jaipur Mandi,Tomato,Local,1603,2171,1887,,,
01/06/2023,Bihar,Ludhiana,Jaipur Mandi,Wheat,Premium,1102,1464,1197,,,
06/08/2019,West Bengal,Kolkata,Lucknow Mandi,Wheat,Faq,841,956,861,,,
05/16/2018,Uttar Pradesh,Pune,Lucknow Mandi,Maize,Unknown,1600,2151,1875.5,,,
08/25/2022,West Bengal,Kolkata,APMC Pune,Tomato,Unknown,1297,1756,1556,,,
07/09/2022,Bihar,Pune,Ludhiana Market,Soyabean,Faq,2293,2563,2551,,,
12/23/2018,West Bengal,Patna,Mysuru Yard,Tomato,Faq,2795,3085,3008,,,
05/10/2023,Maharashtra,Patna,Ludhiana Market,Soyabean,Grade A,1674,2428,2072,,,
10/02/2023,Karnataka,Mysuru,Kolkata Market,Tomato,Premium,1637,1803,1675,,,
09/10/2020,Uttar Pradesh,Mysuru,Kolkata Market,Tomato,Standard,1313,1554,1433.5,,,
09/05/2020,Karnataka,Mysuru,Mysuru Yard,Onion,Hybrid,1864,2334,2003,,,
05/17/2021,Tamil Nadu,Kolkata,Patna Bazaar,Tomato,Standard,2687,3152,2996,,,
09/09/2019,Punjab,Mysuru,Kolkata Market,Cotton,Unknown,2647,2899,2705,,,
01/09/2020,Tamil Nadu,Patna,APMC Pune,Potato,Local,1057,1458,1257.5,,,
12/02/2019,Tamil Nadu,Patna,Coimbatore Mandi,Wheat,Standard,2556,2867,2714,,,
10/01/2024,Rajasthan,Jaipur,APMC Pune,Tomato,Local,1007,1133,1115,,,
04/22/2019,Rajasthan,Kolkata,Patna Bazaar,Onion,Hybrid,2149,2535,2328,,,
05/06/2024,Tamil Nadu,Jaipur,Lucknow Mandi,Potato,Local,2571,2712,2641.5,,,
01/15/2020,Tamil Nadu,Lucknow,Jaipur Mandi,Onion,Faq,1606,2008,1807,,,
11/15/2022,West Bengal,Mysuru,APMC Pune,Wheat,Standard,1481,2011,1746,,,
06/05/2019,West Bengal,Mysuru,Patna Bazaar,Wheat,Faq,1724,2415,2069.5,,,
04/01/2019,Uttar Pradesh,Ludhiana,Jaipur Mandi,Maize,Standard,811,1024,938,,,
12/04/2020,Uttar Pradesh,Pune,Jaipur Mandi,Onion,Local,1935,2111,2023,,,
07/01/2025,Tamil Nadu,Lucknow,APMC Pune,Wheat,Premium,2363,3068,3008,,,
04/10/2021,Bihar,Patna,Lucknow Mandi,Tomato,Hybrid,2876,3375,2938,,,
03/01/2023,Tamil Nadu,Mysuru,Patna Bazaar,Maize,Local,2170,2453,2214,,,
04/07/2020,Rajasthan,Lucknow,Coimbatore Mandi,Cotton,Premium,2578,2736,2701,,,
06/05/2022,Karnataka,Lucknow,Lucknow Mandi,Potato,Faq,2168,2851,2456,,,
08/28/2021,Maharashtra,Ludhiana,APMC Pune,Wheat,Standard,1354,1851,1602.5,,,
07/05/2026,Uttar Pradesh,Ludhiana,Ludhiana Market,Soyabean,Grade A,2700,3183,2941.5,,,
07/06/2022,West Bengal,Kolkata,Jaipur Mandi,Maize,Grade A,2302,2850,2576,,,
02/01/2022,Rajasthan,Jaipur,Mysuru Yard,Tomato,Hybrid,2212,2491,2325,,,
07/09/2025,Maharashtra,Ludhiana,Mysuru Yard,Potato,Grade A,1527,2226,1543,,,
02/12/2022,Karnataka,Patna,Coimbatore Mandi,Tomato,Hybrid,2180,2496,2338,,,
07/28/2023,Bihar,Patna,Ludhiana Market,Onion,Premium,2306,2483,2463,,,
12/08/2020,West Bengal,Lucknow,Coimbatore Mandi,Soyabean,Grade A,2069,2338,2319,,,
06/24/2018,Bihar,Jaipur,Ludhiana Market,Soyabean,Grade A,1115,1589,1352,,,
11/05/2023,Bihar,Pune,Patna Bazaar,Potato,Hybrid,942,1679,1310.5,,,
06/12/2024,Tamil Nadu,Lucknow,Patna Bazaar,Onion,Local,1387,1960,1673.5,,,
11/06/2018,Uttar Pradesh,Patna,APMC Pune,Rice,Local,2239,2774,2506.5,,,
06/11/2022,Uttar Pradesh,Ludhiana,Jaipur Mandi,Onion,Standard,1875,2655,2098,,,
02/01/2020,Punjab,Lucknow,Jaipur Mandi,Rice,Grade A,1004,1577,1119,,,
03/10/2026,Tamil Nadu,Mysuru,APMC Pune,Onion,Local,2523,2877,2684,,,
02/20/2019,Karnataka,Lucknow,Mysuru Yard,Maize,Premium,2142,2849,2564,,,
06/09/2019,Rajasthan,Lucknow,Coimbatore Mandi,Soyabean,Faq,2179,2530,2204,,,
11/06/2022,Karnataka,Lucknow,Mysuru Yard,Wheat,Grade A,2284,2840,2796,,,
08/01/2023,Karnataka,Kolkata,Coimbatore Mandi,Tomato,Local,2334,2972,2653,,,
04/01/2024,Karnataka,Ludhiana,APMC Pune,Wheat,Unknown,911,1206,969,,,
07/05/2024,West Bengal,Mysuru,Kolkata Market,Potato,Grade A,2244,2572,2408,,,
01/09/2023,Rajasthan,Kolkata,Kolkata Market,Rice,Standard,955,1633,1294,,,
01/10/2018,Rajasthan,Mysuru,Mysuru Yard,Maize,Standard,2088,2667,2471,,,
06/04/2025,Uttar Pradesh,Patna,Coimbatore Mandi,Tomato,Hybrid,2439,3107,2515,,,
01/10/2020,Maharashtra,Coimbatore,Patna Bazaar,Potato,Grade A,1771,1890,1824,,,
10/20/2020,Karnataka,Patna,Kolkata Market,Onion,Standard,1158,1756,1502,,,
08/13/2024,Karnataka,Kolkata,Patna Bazaar,Potato,Hybrid,957,1576,1429,,,
09/08/2022,Rajasthan,Ludhiana,Patna Bazaar,Cotton,Unknown,2901,3610,3003,,,
05/01/2023,West Bengal,Coimbatore,Lucknow Mandi,Onion,Premium,2192,2827,2444,,,
12/02/2018,Rajasthan,Pune,Ludhiana Market,Soyabean,Local,2275,2437,2344,,,
05/02/2022,Punjab,Kolkata,Kolkata Market,Maize,Faq,2883,3507,3195,,,
07/04/2021,Bihar,Mysuru,Patna Bazaar,Onion,Grade A,1934,2469,2091,,,
12/07/2024,Tamil Nadu,Coimbatore,Mysuru Yard,Soyabean,Grade A,2270,2628,2612,,,
11/09/2022,Uttar Pradesh,Jaipur,Mysuru Yard,Soyabean,Grade A,1105,1309,1207,,,
07/10/2022,Karnataka,Lucknow,Lucknow Mandi,Onion,Hybrid,1909,2654,2609,,,
07/28/2021,Maharashtra,Coimbatore,Jaipur Mandi,Potato,Premium,2373,2655,2435,,,
04/11/2024,Bihar,Pune,Patna Bazaar,Potato,Grade A,1455,1987,1721,,,
09/12/2020,West Bengal,Coimbatore,Jaipur Mandi,Cotton,Grade A,1127,1517,1184,,,
02/03/2025,Maharashtra,Pune,APMC Pune,Cotton,Premium,1108,1209,1131,,,
05/06/2024,Karnataka,Jaipur,Jaipur Mandi,Soyabean,Grade A,2471,3104,2777,,,
02/17/2020,Rajasthan,Kolkata,Patna Bazaar,Maize,Premium,1347,1743,1407,,,
03/06/2022,Punjab,Jaipur,Ludhiana Market,Onion,Local,2764,3536,3156,,,
06/24/2018,Karnataka,Coimbatore,Coimbatore Mandi,Cotton,Standard,883,1112,997.5,,,
10/04/2019,Bihar,Ludhiana,Kolkata Market,Onion,Hybrid,2263,2462,2362.5,,,
03/11/2023,Bihar,Lucknow,Coimbatore Mandi,Maize,Standard,2707,2872,2741,,,
10/02/2023,Tamil Nadu,Ludhiana,Kolkata Market,Onion,Local,1686,2252,1830,,,
07/02/2020,Karnataka,Patna,Coimbatore Mandi,Maize,Local,896,1154,947,,,
01/05/2021,Rajasthan,Mysuru,Jaipur Mandi,Maize,Hybrid,948,1429,1036,,,
03/06/2020,Punjab,Patna,Patna Bazaar,Wheat,Premium,951,1082,974,,,
06/28/2023,Punjab,Jaipur,Coimbatore Mandi,Tomato,Local,2626,3283,3063,,,
03/05/2021,Bihar,Coimbatore,Jaipur Mandi,Potato,Hybrid,1952,2585,2268.5,,,
06/08/2021,Karnataka,Lucknow,Ludhiana Market,Soyabean,Premium,1630,1968,1799,,,
10/15/2020,Maharashtra,Lucknow,Lucknow Mandi,Potato,Grade A,947,1407,952,,,
12/02/2021,Uttar Pradesh,Pune,APMC Pune,Potato,Unknown,1350,1751,1550.5,,,
05/05/2023,Maharashtra,Ludhiana,Lucknow Mandi,Potato,Standard,2826,3184,2978,,,
10/01/2022,Tamil Nadu,Patna,Mysuru Yard,Tomato,Premium,1341,2106,1671,,,
11/01/2020,West Bengal,Kolkata,Coimbatore Mandi,Potato,Faq,1732,1864,1857,,,
08/09/2022,West Bengal,Patna,Kolkata Market,Maize,Premium,2124,2722,2423,,,
03/08/2021,Karnataka,Mysuru,Patna Bazaar,Rice,Faq,1089,1630,1456,,,
10/12/2019,Tamil Nadu,Lucknow,Kolkata Market,Onion,Unknown,1198,1338,1278,,,
03/03/2021,Bihar,Kolkata,Lucknow Mandi,Potato,Hybrid,2777,3127,2848,,,
05/01/2024,Uttar Pradesh,Coimbatore,APMC Pune,Onion,Unknown,2985,3218,3160,,,
08/28/2019,Tamil Nadu,Coimbatore,Kolkata Market,Wheat,Grade A,1517,2113,1522,,,
01/03/2022,Maharashtra,Ludhiana,Coimbatore Mandi,Rice,Local,822,1580,1201,,,
10/06/2024,Tamil Nadu,Pune,Coimbatore Mandi,Tomato,Unknown,1656,2273,2023,,,
03/03/2018,Rajasthan,Patna,Patna Bazaar,Tomato,Local,1855,2012,1873,,,
02/12/2020,Uttar Pradesh,Kolkata,Ludhiana Market,Soyabean,Faq,2055,2664,2266,,,
10/08/2024,West Bengal,Mysuru,Patna Bazaar,Potato,Grade A,1638,1839,1738.5,,,
03/14/2018,Punjab,Mysuru,Coimbatore Mandi,Onion,Unknown,1846,2613,1966,,,
04/05/2024,Punjab,Coimbatore,Jaipur Mandi,Rice,Premium,2548,3145,2846.5,,,
04/12/2022,Bihar,Mysuru,Kolkata Market,Onion,Grade A,2053,2510,2281.5,,,
08/06/2022,Tamil Nadu,Patna,Kolkata Market,Onion,Grade A,2406,2689,2445,,,
06/11/2021,Bihar,Pune,Ludhiana Market,Cotton,Faq,1159,1598,1460,,,
01/08/2024,Karnataka,Pune,Patna Bazaar,Potato,Faq,2023,2416,2194,,,
03/26/2022,Karnataka,Kolkata,Patna Bazaar,Tomato,Local,1830,2159,2008,,,
12/24/2023,Uttar Pradesh,Patna,APMC Pune,Wheat,Unknown,1937,2637,2419,,,
04/08/2020,Rajasthan,Jaipur,APMC Pune,Cotton,Grade A,2415,3186,3015,,,
12/14/2021,Maharashtra,Jaipur,Patna Bazaar,Potato,Premium,1129,1500,1494,,,
06/01/2018,Tamil Nadu,Ludhiana,Ludhiana Market,Wheat,Unknown,2861,3630,3245.5,,,
09/01/2022,Maharashtra,Jaipur,Ludhiana Market,Rice,Standard,2089,2572,2094,,,
11/03/2018,Tamil Nadu,Pune,Mysuru Yard,Cotton,Unknown,1993,2105,2021,,,
08/11/2018,Tamil Nadu,Coimbatore,Ludhiana Market,Potato,Premium,1418,1759,1751,,,
10/12/2022,Punjab,Ludhiana,Jaipur Mandi,Potato,Grade A,1340,1958,1357,,,
05/09/2019,Maharashtra,Coimbatore,Jaipur Mandi,Wheat,Hybrid,2722,3189,2920,,,
10/27/2023,West Bengal,Coimbatore,Mysuru Yard,Onion,Hybrid,1534,2026,1780,,,
05/11/2024,Maharashtra,Jaipur,Coimbatore Mandi,Soyabean,Hybrid,1349,1853,1601,,,
02/11/2024,Rajasthan,Lucknow,Patna Bazaar,Rice,Premium,917,1019,1014,,,
10/05/2022,Bihar,Pune,Mysuru Yard,Onion,Grade A,2345,2990,2886,,,
06/30/2018,Bihar,Coimbatore,Ludhiana Market,Potato,Standard,941,1591,1441,,,
09/15/2021,Karnataka,Lucknow,Mysuru Yard,Potato,Faq,1439,1726,1582.5,,,
08/29/2023,West Bengal,Coimbatore,Jaipur Mandi,Soyabean,Faq,2373,3131,2752,,,
06/30/2023,Bihar,Lucknow,APMC Pune,Potato,Grade A,2216,3002,2609,,,
02/08/2023,Punjab,Mysuru,Ludhiana Market,Tomato,Hybrid,1662,1773,1717.5,,,
01/03/2021,Tamil Nadu,Ludhiana,Lucknow Mandi,Cotton,Grade A,1158,1629,1393.5,,,
04/07/2022,West Bengal,Ludhiana,Coimbatore Mandi,Tomato,Grade A,1678,2267,2066,,,
02/02/2018,Tamil Nadu,Pune,Mysuru Yard,Rice,Hybrid,841,1135,988,,,
08/24/2022,Karnataka,Coimbatore,Ludhiana Market,Wheat,Standard,1541,1955,1733,,,
09/13/2021,Tamil Nadu,Mysuru,Patna Bazaar,Wheat,Hybrid,2747,2889,2836,,,
04/01/2025,Bihar,Jaipur,Mysuru Yard,Tomato,Unknown,2150,2585,2235,,,
02/15/2020,West Bengal,Ludhiana,Jaipur Mandi,Maize,Hybrid,1559,2132,1876,,,
07/12/2021,Tamil Nadu,Lucknow,Ludhiana Market,Onion,Unknown,2958,3469,3444,,,
04/07/2022,Karnataka,Pune,Ludhiana Market,Soyabean,Grade A,1865,1970,1917.5,,,
01/05/2022,Maharashtra,Kolkata,Patna Bazaar,Wheat,Grade A,2607,2973,2765,,,
02/06/2021,West Bengal,Coimbatore,Jaipur Mandi,Cotton,Premium,2385,3007,2466,,,
03/05/2019,Karnataka,Lucknow,Coimbatore Mandi,Potato,Premium,1408,1517,1414,,,
10/07/2018,West Bengal,Lucknow,APMC Pune,Cotton,Local,2821,3387,3104,,,
02/09/2024,Bihar,Patna,Lucknow Mandi,Soyabean,Unknown,2559,3095,3073,,,
07/06/2024,Karnataka,Kolkata,Ludhiana Market,Soyabean,Faq,2718,3502,3374,,,
10/02/2023,Bihar,Mysuru,Patna Bazaar,Soyabean,Standard,2382,3060,2721,,,
03/28/2018,Tamil Nadu,Kolkata,Jaipur Mandi,Wheat,Premium,2433,3196,2873,,,
06/18/2023,Karnataka,Lucknow,Coimbatore Mandi,Rice,Standard,1315,1879,1597,,,
01/03/2019,Punjab,Pune,Lucknow Mandi,Maize,Grade A,906,1073,989.5,,,
03/11/2020,Uttar Pradesh,Coimbatore,Lucknow Mandi,Soyabean,Premium,2171,2520,2371,,,
01/01/2019,West Bengal,Ludhiana,APMC Pune,Soyabean,Grade A,1691,2450,2405,,,
04/17/2018,Punjab,Coimbatore,APMC Pune,Onion,Standard,2500,2839,2504,,,
07/08/2019,Rajasthan,Coimbatore,Jaipur Mandi,Cotton,Grade A,1202,1842,1583,,,
03/04/2021,Uttar Pradesh,Patna,Patna Bazaar,Tomato,Hybrid,1369,1498,1433.5,,,
11/25/2018,West Bengal,Ludhiana,Lucknow Mandi,Onion,Premium,1319,1884,1657,,,
10/02/2023,Maharashtra,Lucknow,Lucknow Mandi,Wheat,Faq,2441,3004,2707,,,
05/14/2020,Uttar Pradesh,Coimbatore,Lucknow Mandi,Maize,Unknown,1574,2154,1638,,,
11/09/2021,Bihar,Ludhiana,Jaipur Mandi,Soyabean,Hybrid,832,1453,1142.5,,,
11/25/2020,Bihar,Patna,Mysuru Yard,Wheat,Unknown,825,1031,912,,,
03/07/2024,Rajasthan,Jaipur,Kolkata Market,Wheat,Unknown,1429,1542,1465,,,
05/01/2019,Rajasthan,Jaipur,Lucknow Mandi,Onion,Grade A,2473,3257,2590,,,
12/22/2018,West Bengal,Lucknow,Mysuru Yard,Onion,Standard,1653,1953,1922,,,
11/11/2023,Uttar Pradesh,Kolkata,Ludhiana Market,Cotton,Standard,851,979,964,,,
02/12/2020,Maharashtra,Jaipur,Coimbatore Mandi,Soyabean,Hybrid,1869,2512,2219,,,
08/03/2023,Bihar,Kolkata,Patna Bazaar,Rice,Standard,1375,1565,1380,,,
03/01/2022,West Bengal,Coimbatore,Kolkata Market,Potato,Grade A,1663,1807,1688,,,
06/10/2024,Karnataka,Jaipur,Kolkata Market,Maize,Unknown,1677,2139,1814,,,
10/09/2021,Rajasthan,Ludhiana,Patna Bazaar,Onion,Faq,2213,2580,2370,,,
02/09/2018,Punjab,Lucknow,Coimbatore Mandi,Rice,Grade A,1750,2301,2076,,,
05/24/2018,Punjab,Pune,Jaipur Mandi,Cotton,Standard,1054,1813,1433.5,,,
11/01/2023,Maharashtra,Mysuru,Jaipur Mandi,Maize,Premium,2218,2573,2286,,,
05/03/2018,Tamil Nadu,Ludhiana,Coimbatore Mandi,Soyabean,Local,837,1165,1030,,,
01/28/2022,Uttar Pradesh,Jaipur,Jaipur Mandi,Onion,Local,1333,1855,1659,,,
05/27/2023,Bihar,Lucknow,Jaipur Mandi,Maize,Faq,1174,1776,1221,,,
01/01/2023,Rajasthan,Kolkata,Kolkata Market,Soyabean,Local,1608,1962,1785,,,
07/01/2021,Karnataka,Pune,Jaipur Mandi,Wheat,Local,2271,2633,2573,,,
05/14/2019,Karnataka,Coimbatore,Kolkata Market,Soyabean,Local,1811,2264,2079,,,
04/07/2021,Maharashtra,Mysuru,Ludhiana Market,Rice,Faq,1600,2253,2116,,,
10/19/2022,Maharashtra,Pune,Mysuru Yard,Tomato,Grade A,2101,2322,2211.5,,,
06/07/2022,Rajasthan,Lucknow,Lucknow Mandi,Cotton,Local,1162,1753,1458,,,
11/08/2020,Bihar,Patna,APMC Pune,Onion,Local,1463,1702,1582.5,,,
09/04/2020,Rajasthan,Lucknow,Lucknow Mandi,Potato,Premium,2047,2490,2096,,,
03/11/2019,Tamil Nadu,Patna,Kolkata Market,Onion,Grade A,2268,2954,2635,,,
08/03/2020,Bihar,Jaipur,Patna Bazaar,Maize,Standard,2743,3107,2748,,,
09/13/2019,Maharashtra,Kolkata,Jaipur Mandi,Tomato,Grade A,1314,1872,1751,,,
10/11/2021,Maharashtra,Ludhiana,APMC Pune,Cotton,Grade A,1592,2179,1966,,,
03/09/2020,Bihar,Mysuru,Jaipur Mandi,Wheat,Hybrid,2277,2880,2828,,,
01/09/2020,West Bengal,Jaipur,Patna Bazaar,Soyabean,Faq,2491,2650,2606,,,
09/01/2020,Uttar Pradesh,Ludhiana,Kolkata Market,Wheat,Premium,900,1293,1096.5,,,
11/11/2022,Bihar,Kolkata,Patna Bazaar,Potato,Premium,2982,3254,3053,,,
03/09/2023,Punjab,Kolkata,Mysuru Yard,Maize,Grade A,1461,1733,1676,,,
01/03/2020,Tamil Nadu,Lucknow,Jaipur Mandi,Onion,Premium,2154,2562,2456,,,
09/07/2023,Uttar Pradesh,Coimbatore,Ludhiana Market,Maize,Local,2634,2824,2823,,,
09/07/2023,Rajasthan,Mysuru,Ludhiana Market,Maize,Faq,2765,3184,2974.5,,,
09/30/2020,Rajasthan,Pune,Mysuru Yard,Rice,Grade A,1574,2095,1834.5,,,
05/03/2021,Uttar Pradesh,Lucknow,Kolkata Market,Rice,Grade A,1954,2440,2197,,,
08/01/2024,Rajasthan,Patna,Lucknow Mandi,Soyabean,Standard,1276,1832,1569,,,
03/19/2020,Karnataka,Coimbatore,Coimbatore Mandi,Wheat,Grade A,1105,1416,1399,,,
05/07/2022,Rajasthan,Lucknow,Coimbatore Mandi,Tomato,Unknown,940,1703,1184,,,
10/06/2022,Rajasthan,Coimbatore,APMC Pune,Rice,Unknown,1311,1418,1334,,,
11/28/2020,Bihar,Jaipur,Patna Bazaar,Soyabean,Hybrid,1091,1745,1338,,,
01/18/2022,Uttar Pradesh,Kolkata,Ludhiana Market,Maize,Standard,1128,1567,1208,,,
02/01/2019,Rajasthan,Kolkata,Jaipur Mandi,Rice,Hybrid,1305,2020,2002,,,
05/01/2018,Rajasthan,Coimbatore,Mysuru Yard,Onion,Premium,1764,2562,1881,,,
09/08/2025,Rajasthan,Lucknow,Mysuru Yard,Wheat,Standard,1802,2166,2041,,,
06/05/2018,Maharashtra,Kolkata,Jaipur Mandi,Maize,Premium,812,1607,998,,,
10/04/2019,Bihar,Jaipur,Mysuru Yard,Wheat,Grade A,1319,1867,1469,,,
12/09/2019,Punjab,Coimbatore,Ludhiana Market,Cotton,Hybrid,2743,3441,3397,,,
03/29/2024,Uttar Pradesh,Mysuru,Kolkata Market,Onion,Local,1042,1684,1539,,,
06/01/2026,Tamil Nadu,Jaipur,Coimbatore Mandi,Cotton,Grade A,1226,1734,1264,,,
02/20/2021,Bihar,Ludhiana,Lucknow Mandi,Maize,Standard,2427,2910,2879,,,
01/07/2020,Rajasthan,Ludhiana,Kolkata Market,Tomato,Local,2001,2158,2079.5,,,
07/09/2024,Rajasthan,Pune,Ludhiana Market,Wheat,Grade A,1757,2182,1966,,,
11/01/2023,Uttar Pradesh,Jaipur,Jaipur Mandi,Onion,Grade A,2371,2488,2429.5,,,
04/04/2023,Maharashtra,Patna,Mysuru Yard,Soyabean,Grade A,1055,1168,1111.5,,,
07/09/2020,West Bengal,Mysuru,Ludhiana Market,Soyabean,Premium,2719,3099,2921,,,
09/16/2018,Tamil Nadu,Kolkata,APMC Pune,Potato,Faq,2998,3175,3115,,,
08/05/2020,Bihar,Ludhiana,Kolkata Market,Wheat,Premium,2460,2704,2639,,,
11/11/2022,Rajasthan,Coimbatore,APMC Pune,Cotton,Local,2954,3465,3461,,,
01/02/2022,Tamil Nadu,Coimbatore,Jaipur Mandi,Soyabean,Local,2513,2851,2519,,,
08/06/2025,Maharashtra,Mysuru,Lucknow Mandi,Onion,Hybrid,2765,3451,3108,,,
09/16/2022,Tamil Nadu,Jaipur,Ludhiana Market,Rice,Faq,2878,3672,2907,,,
06/03/2026,Bihar,Pune,Lucknow Mandi,Onion,Faq,2901,3554,3074,,,
09/04/2021,Bihar,Jaipur,Patna Bazaar,Potato,Grade A,1767,2376,1907,,,
02/08/2021,Tamil Nadu,Mysuru,Patna Bazaar,Maize,Grade A,816,932,822,,,
06/05/2022,West Bengal,Mysuru,Jaipur Mandi,Onion,Grade A,1765,2136,1950.5,,,
05/08/2023,Tamil Nadu,Patna,Ludhiana Market,Cotton,Standard,2522,2978,2750,,,
05/14/2020,Maharashtra,Patna,Mysuru Yard,Cotton,Grade A,2577,3087,2648,,,
12/27/2021,Bihar,Lucknow,Coimbatore Mandi,Onion,Hybrid,1071,1241,1117,,,
02/09/2023,Karnataka,Jaipur,Mysuru Yard,Maize,Premium,905,1631,1315,,,
